Nom_llibre|Usuari|Puntuacio|Titol|Data|Text|Votacions
Lecturas comprensivas RUBIO +7: 2|Glo|2,0 de 5 estrellas|Mejorable|Revisado en España el 4 de abril de 2019|No es lo que me esperaba la verdad.|A una persona le ha parecido esto útil
Lecturas comprensivas RUBIO +7: 2|Jesús|5,0 de 5 estrellas|Cuadernillo.|Revisado en España el 13 de julio de 2019|A mi hija le a encantado al igual que a nosotros.|A una persona le ha parecido esto útil
Lecturas comprensivas RUBIO +7: 2|DAVID C.|5,0 de 5 estrellas|Rubio,calidad|Revisado en España el 23 de junio de 2019|Cuadernillo que ayuda a comprender lo que leen.|
Lecturas comprensivas RUBIO +7: 2|lizmary|5,0 de 5 estrellas|Excelente calidad|Revisado en España el 30 de enero de 2020|Excelente calidad|
Lecturas comprensivas RUBIO +7: 2|Rosa|5,0 de 5 estrellas|Rubio|Revisado en España el 11 de junio de 2019|Tengo plena confianza|
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|Amazoniana|5,0 de 5 estrellas|Para compartir en familia|Revisado en España el 6 de agosto de 2018|Es un libro recomendado yo creo a partir de 8 hasta 12 años. Para niños curiosos, que les guste saber el porqué de las cosas y descubrirlas. Es recomendable jugar con los papás a buscar pistas, aprenden a observar y a fijarse en los detalles. Sin saberlo, aprenden destreza, desarrollan la búsqueda de más de una solución y que todos los problemas tienen una solución lógica. Unas sencillas y otras más complejas.|A 25 personas les ha parecido esto útil
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|ana|2,0 de 5 estrellas|Decepcionante|Revisado en España el 12 de marzo de 2019|Lo compre para una niña de 10 años después de leer varias oponiones positivas. Tengo que decir q a mi me defraudó. La mayoria de los enigmas no los entiende y no saca la solución, por lo que no se motiva a seguir leyendo (muchos de ellos tampoco los saco yo) . Lo ha abandonado al poco de empezar y eso que le encanta leer. No lo recomiendo|A 11 personas les ha parecido esto útil
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|Raquel Gi|4,0 de 5 estrellas|Bien|Revisado en España el 17 de diciembre de 2019|Esta muy bien, pero hay cosas un poco difíciles para niños de 8 años. Al final del libro vienen las soluciones.|A 8 personas les ha parecido esto útil
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|fernando |2,0 de 5 estrellas|No es lo que esperaba|Revisado en España el 26 de mayo de 2019|A mi hija le encanta los libros de enigmas, y este no es de los mejores que hemos visto, hay muchas historias que no se entiende la solución (pues tampoco la explican). No lo recomendaría|A 6 personas les ha parecido esto útil
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|IP|4,0 de 5 estrellas|Intresante para niñ@s a apartir de 7 u 8 años|Revisado en España el 6 de febrero de 2017|A mi hijo de 8 años le ha gustado y yo creo que vale hasta para niños de 1o o más. Si que le hubiera gustado más si las ilustraciones fueran a color, pero aun asi buen producto.|A 12 personas les ha parecido esto útil
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|susana|5,0 de 5 estrellas|Recomendable|Revisado en España el 12 de enero de 2018|Es un libro muy chuli y entretenido para niños de unos 10 años en adelante. Muy recomendable sin ningún tipo de duda.|A 8 personas les ha parecido esto útil
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|Anaïs D.|5,0 de 5 estrellas|Gran éxito.|Revisado en España el 23 de enero de 2019|Sólo diré que lo trajo papá Noel y consiguió que la tablet quedase aparcada y la niña de 10 años en el sofá absorta con este libro. Gran éxito.|A 4 personas les ha parecido esto útil
101 casos extraordinarios para resolver en 5 minutos (Serie ¿Quién ha sido? 1)|Inma Martín|4,0 de 5 estrellas|Para niños de más de 10 y no son fáciles.|Revisado en España el 29 de diciembre de 2019|Mi-I-revisiónLo compre para una niña de 7 años, pero nada de nada, es para más de 10 años. Son acertijos bastante complicados, o yo soy muy torpe, así que he tenido que cambiar el destinatario, hay muchos que he tenido que ver las soluciones.|
Diario de Greg 4: días de perros: 000|PILAR SERRANO|4,0 de 5 estrellas|DIARIO DE GREG|Revisado en España el 31 de agosto de 2018|Mi hijo tiene 10 años y esta super enganchado al Diario de GREG, tiene una lectura con algunos dibujos que no se les hace pesada y con historias que al final son cotidianas del dia a dia|A 2 personas les ha parecido esto útil
Diario de Greg 4: días de perros: 000|LorenaGuiza|4,0 de 5 estrellas|¡Buena colección!|Revisado en España el 6 de diciembre de 2017|Mi hijo de 11 años está encantado con esta colección.Ya ha leído varios tomos (algunos en un par de días) y esperamos terminarla entera.Eso si, poco texto y muchas viñetas.El precio no es precisamente barato, aunque es de tapa dura e imagino que es lo que más lo incrementa.Totalmente recomendable.|
Diario de Greg 4: días de perros: 000|usuario|1,0 de 5 estrellas|No se lee bien|Revisado en España el 29 de diciembre de 2015|Es como si cada página fuera una imagen y al darle a siguiente te amplia la imagen y te muestra la parte superior izquierda, al darle otra vez a siguiente página te muestra la parte superior derecha, luego la inferior izq y depués la inferior derecha y a la quinta vez que le das a pagina siguiente consigues ver la página.Me arrepiento mucho de haberlo comprado.|A 3 personas les ha parecido esto útil
Diario de Greg 4: días de perros: 000|Cliente Amazon|5,0 de 5 estrellas|Les encanta a los niños.|Revisado en España el 16 de febrero de 2020|A mi hija le encanta. Todas las noches cuando se acuesta se pone a leerlos. Quiere la colección completa. Son ideales para habituar a los niños a le lectura y que abandonen un poco el mundo digital en el que vivimos.|
Diario de Greg 4: días de perros: 000|Miguel Pe|5,0 de 5 estrellas|Divertido|Revisado en España el 12 de marzo de 2020|Libro muy divertido para niños de 8-10 años. Especialmente bueno para aquellos que les cueste leer ya que tienen muchos dibujos y es más fácil seguir la historia.|
Diario de Greg 4: días de perros: 000|Roberto|5,0 de 5 estrellas|Todo ok|Revisado en España el 27 de enero de 2019|Todo correcto. Muy buena calidad y buenísima presentación del producto. Sin duda lo volvería a comprar. Este no claro, otro : )|
Diario de Greg 4: días de perros: 000|Jorge J.|5,0 de 5 estrellas|Gran libro para preadolescentes|Revisado en España el 30 de septiembre de 2019|Es un gran libro para preadolescentes.Vale mucho la pena y les engancha que en la lectura.|
Diario de Greg 4: días de perros: 000|Marco A.|5,0 de 5 estrellas|Diario de Greg|Revisado en España el 18 de septiembre de 2019|En casa nos encanta esta saga, en cuanto acabamos uno vamos a por el siguiente. Ideal para niños.|
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Manuel|5,0 de 5 estrellas|Buen producto calidad/precio.|Revisado en España el 5 de septiembre de 2019|La verdad que si te gusta lo que es el tema del día de los muertos calaveras mexicanas y demás el libro te gustara muchísimo, muy recomendable.|A 3 personas les ha parecido esto útil
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Emmanuel|5,0 de 5 estrellas|Imagenes bastante chulas|Revisado en España el 4 de mayo de 2019|Lo regale para mi madre con rotuladores de punta fina, me ha dicho que le relajaba bastante hacerlos, hay imagenes más de relleno que seria mejor rotuladores más grandes pero casi todas con los finos es más que suficiente.En conjunto está muy original todas las ilustraciones para ser pintadas*Recomiendo por calidad del papel, por imagenes a colorear.|
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Marta Garcia Jobacho|3,0 de 5 estrellas|Papel fino|Revisado en España el 5 de noviembre de 2019|Las ilustraciones son las mismas que las de otro libro que compré y la calidad del papel demasiado fina|A una persona le ha parecido esto útil
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Ricardo|5,0 de 5 estrellas|Buen libro y temática estupenda|Revisado en España el 9 de mayo de 2019|Los dibujos están muy bien , la temática m encanta , tiene muchas líneas y muchos huecos diminutos q hacen que te centres en ellos , la calidad del papel me gusta  , por decir algo en contra a mí las frases que trae tras cada dibujo ni fu ni fa , pero bueno tampoco me importa muchoEl pedido llegó al día siguiente de pedirlo|
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Miguel A.A|4,0 de 5 estrellas|Lo recomiendo|Revisado en España el 10 de febrero de 2020|Libro ideal para mayores y pintarlo diferentes dibujos muy entretenido y relajante para mí. Me encantó no traspasa los rotuladores hojas de buena calidad.|
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Nuria|5,0 de 5 estrellas|Dibujos preciosos|Revisado en España el 19 de abril de 2019|Muy contenta con la compra el diseño del libro es muy bonito, los dibujos son muy bonitos y grandes(tamaño folio) más o menos y en cada página viene un dibujo y una frase|
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Jorge|4,0 de 5 estrellas|Relajante y te pasan las horas rápido.|Revisado en España el 14 de febrero de 2019|Un libro muy entretenido, más para adultos o niños con edad más avanzada. Son diferentes caras pero la finalidad son igual todos. Le falta variedad. Pero genial y relajante. El precio? Bueno regular pero no son libros que se venden en cualquier sitio eso se paga|
Dia De Los Muertos: Libro De Colorear Para Adultos: Calaveras de azúcar (Día de los Muertos)|Mel Köiv|3,0 de 5 estrellas|Regular|Revisado en España el 9 de agosto de 2018|No me gusta mucho que los espacios para dibujar sean tan amplios, me gustan pequeñitos porque se notan menos rayones si no dibujas muy bien.Los dibujos gato algunos muy chulos y otros que meh|
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|Ricardo Montes Gadea|5,0 de 5 estrellas|Curioso, divertido y revelador.|Revisado en España el 19 de diciembre de 2019|Con un estilo claramente articulista, la autora se pasea por la la actualidad de "género" de estos tiempos, señalando con ácida ironía, cuando no amarga crudeza, las continuas abusivas incoherencias que alimentan el colectivo feminista, cebado por una maquinaria ideológica y cientos de millones de euros en subvenciones clientelares. Lectura obligada para poder reírse de las fanáticas "estómagas" agradecidas.|A 241 personas les ha parecido esto útil
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|Carmen Martínez |5,0 de 5 estrellas|Destapa la realidad|Revisado en España el 15 de diciembre de 2019|Estupendo. Te cuenta toda la realidad de la maquinaria del estado para generar una guerra de sexos. No apto para ofendidos profesionales, para seguidores de mass média ni para planchabragas aliados.|A 257 personas les ha parecido esto útil
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|ALBERTO|5,0 de 5 estrellas|Imprescindible lectura. Muy bueno.|Revisado en España el 14 de diciembre de 2019|Un gran libro, que molesta a fascistas de extrema izquierda, a los que nos quieren imponer su pensamiento y a los que viven a costa de sus chiringuitos subvencionados y no han pegado palo al agua en su vida. Además escrito por una periodista sin complejos, valiente y de las que no se arruga ante nada ni nadie. MUY RECOMENDABLE.|A 198 personas les ha parecido esto útil
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|antonio pedregal|5,0 de 5 estrellas|Verdades como puños|Revisado en España el 14 de diciembre de 2019|Clara descripción de la sociedad actual y la carrera hacia el abismo...Quitando al "facuo" subvencionado que le ha faltado cero coma cero para salir a criticar (de algo tiene que vivir), muy recomendable para el resto de personas NORMALES Y CON DOS DEDOS DE FRENTE|A 193 personas les ha parecido esto útil
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|Daniel|1,0 de 5 estrellas|Basura y más basura.|Revisado en España el 16 de diciembre de 2019|Menuda basura de libro.No hay por donde cogerlo.Mal redactado,frases sin sentido,etc.De lo peor que he leído.|A 180 personas les ha parecido esto útil
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|Cliente Amazon|5,0 de 5 estrellas|Muy recomendable|Revisado en España el 14 de diciembre de 2019|Un libro muy interesante, divertido y de lectura muy amena. Me lo regalaron y me ha gustado mucho. Lo recomiendo.|A 179 personas les ha parecido esto útil
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|ManuelE|5,0 de 5 estrellas|Apoyar a quien tiene dos dedos de frente y mucha razón.|Revisado en España el 16 de diciembre de 2019|Mucha suerte con el libro. Maravillosa iniciativa, y si el Facuo la boicotea pues apetece mucho más valorarlo.|A 173 personas les ha parecido esto útil
Manual para defenderte de una feminazi: y otros asuntos de alta necesidad|Adrián|1,0 de 5 estrellas|No merece la pena ni leer el prólogo.|Revisado en España el 19 de diciembre de 2019|Es una vergüenza manchar el honorable arte de escribir con manuscritos que lo único que intentan es fomentar y hacer apología del odio hacia los/las españoles que quieren uno sociedad mejor para todos, es infumable. Parece sacado del siglo XV.|A 167 personas les ha parecido esto útil
Iniciación a la lectura RUBIO +5: 2|Alexandra|4,0 de 5 estrellas|Bueno|Revisado en España el 12 de noviembre de 2019|Muy bien para que hagan ejercicios lo único que veo mal es que es muy pequeño el libro.|A 16 personas les ha parecido esto útil
Iniciación a la lectura RUBIO +5: 2|Alicia C  G|5,0 de 5 estrellas|variado ,ameno. adaptado a la edad|Revisado en España el 8 de octubre de 2019|son actividades de fácil seguimiento para los niños, con un formato parecido al de los cuadernos de al menos hace unos 15-20 años. EL único inconveniente es que , al menos en la escuela de mis hijos la primera lectoescritura se hace con mayusculas- letra de palo- que es menos variable y difícil de interpretar. Aun así, sirve de complemento y amplia sus conocimientos|A 2 personas les ha parecido esto útil
Iniciación a la lectura RUBIO +5: 2|María Martínez|5,0 de 5 estrellas|Muy recomendable.|Revisado en España el 30 de agosto de 2019|Los cuadernos de Rubio para el paso de infantil a primaria, me están gustando mucho para mi hijo de 6 años, que empieza primaria este curso. Le he comprado este y otro que tiene lectura, matemáticas adaptadas conpequeños problemas, dibujo, entorno.. y me están gustando por su variedad y buena presentación. Los seguiré comprando para el próximo curso.|A una persona le ha parecido esto útil
Iniciación a la lectura RUBIO +5: 2|Kiri lynx|4,0 de 5 estrellas|De lo mejor para que el niño aprenda|Revisado en España el 26 de diciembre de 2019|Muy bueno ,la manera de aprender está bien pero para el niño es bastante exigente,aunque la verdad así se esfuerza más y aprende antes ,pero lo recomiendo es muy educativo|A una persona le ha parecido esto útil
Iniciación a la lectura RUBIO +5: 2|M.Nelly|5,0 de 5 estrellas|Perfecto para empezar la comprensión lectora para 6años.|Revisado en España el 3 de abril de 2020|Encantada. Son textos fáciles y llamativos para los niños,asique lo realiza con gusto. Tiene 6años y es perfecto para empezar a leer y comprender lo que se lee. Es cortito,les dura poco, es el único pero que le veo.|
Iniciación a la lectura RUBIO +5: 2|gobulina|4,0 de 5 estrellas|Han estado muy bien|Revisado en España el 25 de agosto de 2019|A la peque vale ha gustado mucho hacer el cuadernillo, se ha entretenido mucho. Lo único, que pensábamos que tendría más páginas para hacer, se nos ha quedado un poco cortoPor lo demás, Rubio no defrauda|
Iniciación a la lectura RUBIO +5: 2|Irene|5,0 de 5 estrellas|Muy practico|Revisado en España el 11 de noviembre de 2019|Muy práctico para ayudar a los niños con el inicio en la lectura. Viene escrito en mayúsculas y minúsculas|
Iniciación a la lectura RUBIO +5: 2|David |5,0 de 5 estrellas|Va acorde con la edad de mi peque de 5|Revisado en España el 11 de febrero de 2020|De los " rubios" que tenemos es el que mas le ha gustado a la peque. Siempre pide, vamos a hacer deveres porfa.... asi que lo terminaremos muy rapido.|
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|Merchy|5,0 de 5 estrellas|MUCHO AMOR|Revisado en España el 14 de octubre de 2019|Lo que más me gustas de los cuentos es que tengan mensajes positivos, mensajes, que a nuestros pequeños les enseñen a ser mejores...Y este cuento es ideal para las mamás, tenemos que decirles todos los días cuanto los queremos, los amamos, los protegemos... Y este relato nos da pistas de como hacerlo.En este cuento, un niño averiguará cuanto lo quiere su mamá y todas las formas que ella tiene para demostrarselo. Este precioso libro de escritura fácilmente comprensible y con magníficas ilustraciones, muestra cómo un momento cualquiera en la vida de una madre y su pequeño puede convertirse en la más tierna de las historias. ¡Ideal para el día de la madre!.Viene en tapa dura y yo casi que lo agradezco por que el libro nos encanto y sabemos seguro que va a tener mucho trote (y ese tipo de tapa aguante mas).Os lo recomiendo?? Sin duda, es precioso.Espero que mi opinión os haya ayudado.|A 25 personas les ha parecido esto útil
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|Cliente Amazon|5,0 de 5 estrellas|Encantador|Revisado en España el 12 de septiembre de 2018|Nos ha encantado tanto a mi niño como a mi. Muy tierno y entrañable. Y nos reimos mu ho leuendolo. Letra ligada para cuando aprenda a leer. Recomendable 100x100|A 23 personas les ha parecido esto útil
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|Shoppingaholic🛒|5,0 de 5 estrellas|Muy bonito|Revisado en España el 5 de marzo de 2019|Nos ha gustado mucho. Sobre todo al peque de dos añitos y medio.Nos lo pide todas las noches.Le gusta mucho que de pueda interpretar: hablar bajito, alto, con onomatopeyas... Les entretiene mucho.Tiene una longitud perfecta para que no se distraigan, y un tamaño adecuado para sus manos. La encuadernación es lo bastante robusta para aguntar el trote.Tiene una página de texto con fondo blanco y otra con la información que es muy bonita.El tema que trata también viene muy bien para explicarles que a veces estamos ocupados trabajando y para darnos un toque de atención a nosotros sobre las cosas que son más importante y que a veces se nos olvidan con las prisas del día a día.Seguramente compremos más de esta colección.|A 14 personas les ha parecido esto útil
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|HDCO|5,0 de 5 estrellas|Precioso|Revisado en España el 15 de enero de 2018|Estoy cansada de tener que leerlo todas las noches y varias veces.Les encanta. Y a mi también, me encanta cuando de imprevisto mi hija se acerca a mi y me dice en secreto al oído "te quiero mucho". Es genial. Es para niños de 2-3 años.|A 12 personas les ha parecido esto útil
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|Cliente Amazon|5,0 de 5 estrellas|Cortito y precioso|Revisado en España el 17 de enero de 2019|A mi hija de 3 años le encanta porque tiene varias formas de decir "te quiero" y se ríe mucho. Pide mucho el cuento de garbancito. La excusa para el libro es que papá está trabajando y mamá igual y no tienen mucho tiempo para estar con él y puede ser una herramienta que te ayude si estás en  esa situación, pero para nada es el hilo argumental del libro. Trata sobre decirse te quiero, sin mas. Es corto y genial para antes de ir a dormir|A 6 personas les ha parecido esto útil
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|Sergio/Inés|5,0 de 5 estrellas|Me encanta|Revisado en España el 19 de mayo de 2018|Me encanta este cuento y a mi bebe también! Es una oda al amor entre madre e hijo que puedes leer a la vez que le dices o acaricias a tu bebe. Le encantará que le hagas lo que esta mama a su hijo y terminara en la cama con los ojitos cerrados como el protagonista y diciendo buenas noches mama, buenas noches hijo.|A 7 personas les ha parecido esto útil
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|Cliente Amazon|5,0 de 5 estrellas|Cuento muy recomendable!|Revisado en España el 9 de julio de 2018|Este cuento es la versión pequeñita. Tiene tapa dura, y las páginas de buena calidad, con un tamaño de las ilustraciones y texto estupendas.El cuento es muy tierno y también divertido. Da mucho juego para contarlo poniendo diferentes voces.Nos está sirviendo mucho para contarlo antes y después del nacimiento de una segunda hija.Lo recomendamos!|A 7 personas les ha parecido esto útil
Te quiero un montón (Castellano - A PARTIR DE 3 AÑOS - CUENTOS - ChiquiCuentos)|Ana|4,0 de 5 estrellas|Libro perfecto, pero rallado|Revisado en España el 6 de diciembre de 2017|El libro es precioso, habla sobre una mamá que tiene mucho trabajo y el niño le reclama tiempo con ella... Me ha encantado, recomendable 100%Lo único es que llegó con un rallajo en la portada, seguramente de la manipulación hasta enviarlo...|A 8 personas les ha parecido esto útil
Todas para una (Serie Ideas en la casa del árbol. Volumen 1): Novela infantil-juvenil. Lectura de 8-9 a 11-12 años. Literatura Ficción. Libros para niñas y niños. (Spanish Edition)|amparo|5,0 de 5 estrellas|Un libro estupendo.|Revisado en España el 6 de octubre de 2018|Es un libro estupendo. Lo compré para mi hija de nueve años,  pero como vi que el formato era ya "de mayores" lo leí primero para asegurarme que era adecuado. Así que puedo opinar de primera mano, es un libro escrito con gusto y repleto de valores, un libro que me va a encantar que mi hija lea, y estoy segurísima que a ella le va a encantar también. Actualizaré mi opinión cuando lo haga, porque ahora está con otro libro... Encantada de haberlo comprado y esperando nuevos libros de la colección.|A 53 personas les ha parecido esto útil
Todas para una (Serie Ideas en la casa del árbol. Volumen 1): Novela infantil-juvenil. Lectura de 8-9 a 11-12 años. Literatura Ficción. Libros para niñas y niños. (Spanish Edition)|Cliente Amazon|5,0 de 5 estrellas|Lectura altamente recomendada para preadolescentes|Revisado en España el 10 de junio de 2018|Mi hija ha devorado este libro en unas horas. Se trata de una novela juvenil muy bien escrita y que deja patente la importancia del compañerismo y la amistad a través de las aventuras de las cinco chicas protagonistas de la historia. Al terminar el libro, mi hija me ha dicho: ¿puedo leer más? Creo que esa es la mejor cr'ticia para este volumen.|A 35 personas les ha parecido esto útil
Todas para una (Serie Ideas en la casa del árbol. Volumen 1): Novela infantil-juvenil. Lectura de 8-9 a 11-12 años. Literatura Ficción. Libros para niñas y niños. (Spanish Edition)|Antonio DL|5,0 de 5 estrellas|El libro más divertido del mundo|Revisado en España el 3 de septiembre de 2018|Soy una niña de nueve años,me he leído este libro y creo que es el mejor.Por el título parece que es de chicas pero es muy divertido.Yo reí mucho y también lloré mucho más.|A 24 personas les ha parecido esto útil
Todas para una (Serie Ideas en la casa del árbol. Volumen 1): Novela infantil-juvenil. Lectura de 8-9 a 11-12 años. Literatura Ficción. Libros para niñas y niños. (Spanish Edition)|Anónimo|5,0 de 5 estrellas|Ideal para preadolescentes con sorpresas hasta el final.|Revisado en España el 12 de julio de 2018|Gretta, Paula, Celia, Blanca sospechan que a su amiga María le pasa algo y no paran hasta saber qué le sucede y como buenas amigas, están ahí para, no sólo apoyarla sino también encontrar una solución al problema.Trata la amistad, el compañerismo, las consecuencias de las malas notas y travesuras y de una manera muy sutil da  consejos para la utilización de internet en menores.Es un libro que está muy bien escrito, ameno, fácil de leer, con una trama que engancha y abierta en el final para saber que sucede en el segundo libro.Muy recomendable para niñ@ a partir de los 12 años.|A 18 personas les ha parecido esto útil
Todas para una (Serie Ideas en la casa del árbol. Volumen 1): Novela infantil-juvenil. Lectura de 8-9 a 11-12 años. Literatura Ficción. Libros para niñas y niños. (Spanish Edition)|María P.|5,0 de 5 estrellas|Muy recomendable|Revisado en España el 1 de julio de 2018|A mi hija de 10 años le ha encantado esta novela. Suele leer mucho y está deseando que publiquen el segundo libro de esta colección que, sin duda, leerá. Creo que estamos ante una colección muy bonita para esta edad, se agradece que publiquen este tipo de historias. Lo recomiendo cien por cien.|A 12 personas les ha parecido esto útil
Una historia de España (Hispánica)|Rafa|2,0 de 5 estrellas|Mala calidad del papel|Revisado en España el 14 de marzo de 2019|El texto en si, es una delicia  * * * * *, pero el papel en el que está impreso es horroroso.Hacía tiempo que no compraba un libro de tan mala calidad. El papel es casi transparente. Una pena de edición para un libro que debería ser de CABECERA. No me lo esperaba de Alfaguara.|A 135 personas les ha parecido esto útil
Una historia de España (Hispánica)|DBen|4,0 de 5 estrellas|Una interesante historia|Revisado en España el 19 de marzo de 2019|Reverte repasa de forma sencilla y desde su subjetivo punto de vista la historia de España desde la época romana hasta nuestros días. El libro se lee muy rápido, el lenguaje es fácil de entender, con muchos toques de humor y sin complejos, un poco como es el autor.Si buscas algo de gran rigor académico no es este tu libro. Si buscas una reafirmación de las conclusiones habitualmente aceptadas por la izquierda o por la derecha española, tampoco es tu libro, porque es más bien equidistante. Si buscas algo para niños pues seguramente tampoco es el libro ideal.Ahora, como introducción a la historia española para un público adolescente o adulto y, sobre todo, como repaso general para gente que ya haya estudiado o leído algo de la historia de este país, me parece un libro excelente, tanto por lo ameno que resulta como por lo adecuado que es para tales fines.¿Por qué le pongo 4 estrellas?En la edición en tapa dura el papel, que es parcialmente reciclado, no es de gran de calidad y puede dificultar la lectura porque según la luz que se use puede transparentar bastante.|A 60 personas les ha parecido esto útil
Una historia de España (Hispánica)|javi de|5,0 de 5 estrellas|Un repaso a la historia de España mientras echas unas risas|Revisado en España el 15 de marzo de 2019|Vale para hacer un repaso entre risas. Es como si un colega, o una colega, te contara la historia de España con una cerveza de por medio. La lectura se hace muy divertida.|A 38 personas les ha parecido esto útil
Una historia de España (Hispánica)|Diego Medina|1,0 de 5 estrellas|No lo recomiendo|Revisado en España el 22 de marzo de 2019|De los que menos me ha gustado de Perez Reverte, utiliza un lenguaje para niños y también demasiados artículos. Otro comentarista aquí opina que el papel es de mala calidad.... ojalá fuera solo el papel amigo.|A 30 personas les ha parecido esto útil
Una historia de España (Hispánica)|Sharky|5,0 de 5 estrellas|Apasionante y ameno|Revisado en España el 20 de marzo de 2019|Sin duda el mejor libro para comprender un poco mejor la historia de España. Bien documentado, muy bien escrito y sobretodo ameno, no se hace pesado en ningún momento y tiene partes absolutamente brillantes que no dejan títere con cabeza y con las que puedes pasar ratos divertidos.|A 21 personas les ha parecido esto útil
Una historia de España (Hispánica)|Aerokkinen|5,0 de 5 estrellas|Imprescindible|Revisado en España el 23 de marzo de 2019|Uno de los libros que más he disfrutado en mucho tiempo. Es como tener a Reverte sentado en una cafetería contándote la compleja historia de España a modo de historieta. Siempre con esa carga de crítica ácida y divertida que le caracteriza.Fantástico.|A 18 personas les ha parecido esto útil
Una historia de España (Hispánica)|Eduardo|4,0 de 5 estrellas|No tanto, pero no poco|Revisado en España el 20 de abril de 2019|historia de España con un lenguaje llano, aunque campechano, para mi gusto demasiado coloquial, esto puede ser acierto o desacierto, no acabo de decidirme; un atino es la brevedad de los capitulos, que le da dinamismo a su lectura, se aprecia que el rigor está, y el objetivo divulgativo quizas lo cumpla. Los que nos gusta leer historia agradecemos un lenguaje y estilo ameno, aunque en esta obra me parece excesivamente coloquial, aun así he leido la obra con interés y disfrute.|A 13 personas les ha parecido esto útil
Una historia de España (Hispánica)|Sergio|5,0 de 5 estrellas|Lo recomiendo. Lo he leído en tres ratos...|Revisado en España el 31 de marzo de 2019|...en tres ratos decía pues me apetecía, y mucho, leer un libro de tales características. Me ha enganchado y lo he disfrutado de principio a fin. Me quedo con las ganas eso sí de leer el punto de vista del autor de la España actual, opinión la de Pérez-Reverte siempre interesante. Gracias Arturo.|A 12 personas les ha parecido esto útil
Patria (Andanzas)|Klime|5,0 de 5 estrellas|Literatura de primera clase.|Revisado en España el 8 de marzo de 2017|Soy uno que ha vivido esos años y esos lugares. He reído, llorado y reflexionado leyendo Patria. ¿Qué más le puedo pedir a un libro?Es un tema muy bien llevado y una obra literaria de primera clase. Absolutamente recomendable, tanto que compraré la edición física (aunque lo he leído en Kindle) para colocarlo en una estantería donde cohabitara con otros clásicos.|A 45 personas les ha parecido esto útil
Patria (Andanzas)|Juan Jose|5,0 de 5 estrellas|Merece leerse|Revisado en España el 29 de octubre de 2017|Me quito el sombrero. Primer libro que leo de este escritor y no tengo más que sentimientos de elogio. Escrito con una maestría que atrae desde la primera línea, no decae el interés por continuar ni un solo segundo. Los personajes totalmente creíbles, al igual que las situaciones y circunstancias. Y lo más importante, la valentía de poner en letras algo que sigue siendo tabú para muchas personas.No conozco el País Vasco ni prácticamente a nadie de allí, pero ahora creo entender mejor su pasado reciente.Recomiendo vivamente la lectura. No defrauda ni un párrafo, ni uno.|A 27 personas les ha parecido esto útil
